"subj","wordNo","readTimes","word","item","quant","pred","itemtype"
"subj12",4,496,"by","filler-item15",NA,NA,"filler"
"subj12",5,416,"this","filler-item15",NA,NA,"filler"
"subj12",6,456,"inventor","filler-item15",NA,NA,"filler"
"subj12",7,472,"proved","filler-item15",NA,NA,"filler"
"subj12",8,416,"very","filler-item15",NA,NA,"filler"
"subj12",9,407,"useful","filler-item15",NA,NA,"filler"
"subj12",1,424,"The","filler-item6",NA,NA,"filler"
"subj12",2,528,"surgeons","filler-item6",NA,NA,"filler"
"subj12",3,576,"did","filler-item6",NA,NA,"filler"
"subj12",4,424,"the","filler-item6",NA,NA,"filler"
"subj12",5,504,"operation","filler-item6",NA,NA,"filler"
"subj12",6,560,"early","filler-item6",NA,NA,"filler"
"subj12",7,472,"in","filler-item6",NA,NA,"filler"
"subj12",8,735,"the","filler-item6",NA,NA,"filler"
"subj12",9,992,"morning.","filler-item6",NA,NA,"filler"
"subj12",1,440,"No","filler-item18",NA,NA,"filler"
"subj12",2,616,"tornadoes","filler-item18",NA,NA,"filler"
"subj12",3,560,"threatened","filler-item18",NA,NA,"filler"
"subj12",4,504,"more","filler-item18",NA,NA,"filler"
"subj12",5,600,"than","filler-item18",NA,NA,"filler"
"subj12",6,416,"two","filler-item18",NA,NA,"filler"
"subj12",7,544,"villages","filler-item18",NA,NA,"filler"
"subj12",8,623,"last","filler-item18",NA,NA,"filler"
"subj12",9,329,"year.","filler-item18",NA,NA,"filler"
"subj12",1,432,"All","filler-item20",NA,NA,"filler"
"subj12",2,450,"the","filler-item20",NA,NA,"filler"
"subj12",3,630,"plates","filler-item20",NA,NA,"filler"
"subj12",4,529,"used","filler-item20",NA,NA,"filler"
"subj12",5,447,"in","filler-item20",NA,NA,"filler"
"subj12",6,352,"the","filler-item20",NA,NA,"filler"
"subj12",7,376,"restaurant","filler-item20",NA,NA,"filler"
"subj12",8,440,"were","filler-item20",NA,NA,"filler"
"subj12",9,464,"bought","filler-item20",NA,NA,"filler"
"subj12",10,544,"at","filler-item20",NA,NA,"filler"
"subj12",11,488,"a","filler-item20",NA,NA,"filler"
"subj12",12,536,"thrift","filler-item20",NA,NA,"filler"
"subj12",13,632,"store.","filler-item20",NA,NA,"filler"
"subj12",1,344,"The","filler-item4",NA,NA,"filler"
"subj12",2,504,"gardener","filler-item4",NA,NA,"filler"
"subj12",3,416,"grew","filler-item4",NA,NA,"filler"
"subj12",4,400,"the","filler-item4",NA,NA,"filler"
"subj12",5,544,"vegetables","filler-item4",NA,NA,"filler"
"subj12",6,696,"plump","filler-item4",NA,NA,"filler"
"subj12",7,744,"every","filler-item4",NA,NA,"filler"
"subj12",8,360,"season.","filler-item4",NA,NA,"filler"
"subj12",1,352,"All","filler-item16",NA,NA,"filler"
"subj12",2,440,"insects","filler-item16",NA,NA,"filler"
"subj12",3,416,"studied","filler-item16",NA,NA,"filler"
"subj12",4,416,"in","filler-item16",NA,NA,"filler"
"subj12",5,480,"the","filler-item16",NA,NA,"filler"
"subj12",6,376,"lab","filler-item16",NA,NA,"filler"
"subj12",7,408,"here","filler-item16",NA,NA,"filler"
"subj12",8,424,"have","filler-item16",NA,NA,"filler"
"subj12",9,416,"potentially","filler-item16",NA,NA,"filler"
"subj12",10,440,"fatal","filler-item16",NA,NA,"filler"
"subj12",11,520,"poisons.","filler-item16",NA,NA,"filler"
"subj12",1,368,"A","filler-item26",NA,NA,"filler"
"subj12",2,440,"young","filler-item26",NA,NA,"filler"
"subj12",3,352,"boy","filler-item26",NA,NA,"filler"
"subj12",4,368,"scout","filler-item26",NA,NA,"filler"
"subj12",5,415,"caught","filler-item26",NA,NA,"filler"
"subj12",6,440,"a","filler-item26",NA,NA,"filler"
"subj12",7,368,"fish","filler-item26",NA,NA,"filler"
"subj12",8,488,"and","filler-item26",NA,NA,"filler"
"subj12",9,361,"served","filler-item26",NA,NA,"filler"
"subj12",10,423,"it","filler-item26",NA,NA,"filler"
"subj12",11,368,"for","filler-item26",NA,NA,"filler"
"subj12",12,401,"dinner","filler-item26",NA,NA,"filler"
"subj12",13,375,"the","filler-item26",NA,NA,"filler"
"subj12",14,464,"same","filler-item26",NA,NA,"filler"
"subj12",15,384,"day.","filler-item26",NA,NA,"filler"
"subj12",1,424,"An","filler-item25",NA,NA,"filler"
"subj12",2,416,"online","filler-item25",NA,NA,"filler"
"subj12",3,1288,"bookstore","filler-item25",NA,NA,"filler"
"subj12",4,392,"decided","filler-item25",NA,NA,"filler"
"subj12",5,384,"to","filler-item25",NA,NA,"filler"
"subj12",6,352,"ship","filler-item25",NA,NA,"filler"
"subj12",7,440,"each","filler-item25",NA,NA,"filler"
"subj12",8,432,"of","filler-item25",NA,NA,"filler"
"subj12",9,424,"its","filler-item25",NA,NA,"filler"
"subj12",10,368,"books","filler-item25",NA,NA,"filler"
"subj12",11,352,"free","filler-item25",NA,NA,"filler"
"subj12",12,416,"of","filler-item25",NA,NA,"filler"
"subj12",13,304,"charge.","filler-item25",NA,NA,"filler"
"subj12",1,360,"The","filler-item23",NA,NA,"filler"
"subj12",2,424,"ballerina","filler-item23",NA,NA,"filler"
"subj12",3,864,"will","filler-item23",NA,NA,"filler"
"subj12",4,384,"train","filler-item23",NA,NA,"filler"
"subj12",5,672,"with","filler-item23",NA,NA,"filler"
"subj12",6,504,"a","filler-item23",NA,NA,"filler"
"subj12",7,576,"French","filler-item23",NA,NA,"filler"
"subj12",8,464,"master","filler-item23",NA,NA,"filler"
"subj12",9,424,"next","filler-item23",NA,NA,"filler"
"subj12",10,376,"year.","filler-item23",NA,NA,"filler"
"subj12",1,384,"The","filler-item13",NA,NA,"filler"
"subj12",2,472,"artists","filler-item13",NA,NA,"filler"
"subj12",3,496,"painted","filler-item13",NA,NA,"filler"
"subj12",4,472,"themselves","filler-item13",NA,NA,"filler"
"subj12",5,456,"green","filler-item13",NA,NA,"filler"
"subj12",6,408,"to","filler-item13",NA,NA,"filler"
"subj12",7,416,"express","filler-item13",NA,NA,"filler"
"subj12",8,440,"their","filler-item13",NA,NA,"filler"
"subj12",9,488,"support","filler-item13",NA,NA,"filler"
"subj12",10,407,"to","filler-item13",NA,NA,"filler"
"subj12",11,609,"ecologists.","filler-item13",NA,NA,"filler"
"subj12",1,392,"The","filler-item3",NA,NA,"filler"
"subj12",2,464,"flight","filler-item3",NA,NA,"filler"
"subj12",3,440,"attendant","filler-item3",NA,NA,"filler"
"subj12",4,424,"retired","filler-item3",NA,NA,"filler"
"subj12",5,448,"two","filler-item3",NA,NA,"filler"
"subj12",6,384,"months","filler-item3",NA,NA,"filler"
"subj12",7,448,"ago.","filler-item3",NA,NA,"filler"
"subj12",1,400,"The","filler-item12",NA,NA,"filler"
"subj12",2,392,"mother","filler-item12",NA,NA,"filler"
"subj12",3,408,"cat","filler-item12",NA,NA,"filler"
"subj12",4,384,"licked","filler-item12",NA,NA,"filler"
"subj12",5,424,"the","filler-item12",NA,NA,"filler"
"subj12",6,360,"kittens","filler-item12",NA,NA,"filler"
"subj12",7,472,"clean","filler-item12",NA,NA,"filler"
"subj12",8,432,"very","filler-item12",NA,NA,"filler"
"subj12",9,384,"often.","filler-item12",NA,NA,"filler"
"subj12",1,344,"The","filler-item19",NA,NA,"filler"
"subj12",2,336,"mothers","filler-item19",NA,NA,"filler"
"subj12",3,312,"ran","filler-item19",NA,NA,"filler"
"subj12",4,320,"themselves","filler-item19",NA,NA,"filler"
"subj12",5,384,"ragged","filler-item19",NA,NA,"filler"
"subj12",6,416,"chasing","filler-item19",NA,NA,"filler"
"subj12",7,1408,"their","filler-item19",NA,NA,"filler"
"subj12",8,320,"toddlers.","filler-item19",NA,NA,"filler"
"subj12",1,408,"A","filler-item21",NA,NA,"filler"
"subj12",2,384,"priest","filler-item21",NA,NA,"filler"
"subj12",3,368,"decided","filler-item21",NA,NA,"filler"
"subj12",4,360,"to","filler-item21",NA,NA,"filler"
"subj12",5,360,"leave","filler-item21",NA,NA,"filler"
"subj12",6,352,"his","filler-item21",NA,NA,"filler"
"subj12",7,376,"parish","filler-item21",NA,NA,"filler"
"subj12",8,488,"because","filler-item21",NA,NA,"filler"
"subj12",9,400,"he","filler-item21",NA,NA,"filler"
"subj12",10,400,"was","filler-item21",NA,NA,"filler"
"subj12",11,376,"unhappy","filler-item21",NA,NA,"filler"
"subj12",12,416,"with","filler-item21",NA,NA,"filler"
"subj12",13,440,"the","filler-item21",NA,NA,"filler"
"subj12",14,360,"local","filler-item21",NA,NA,"filler"
"subj12",15,768,"church-goers.","filler-item21",NA,NA,"filler"
"subj12",1,424,"The","filler-item5",NA,NA,"filler"
"subj12",2,568,"nannies","filler-item5",NA,NA,"filler"
"subj12",3,416,"punished","filler-item5",NA,NA,"filler"
"subj12",4,408,"each","filler-item5",NA,NA,"filler"
"subj12",5,416,"hyperactive","filler-item5",NA,NA,"filler"
"subj12",6,463,"child","filler-item5",NA,NA,"filler"
"subj12",7,416,"yesterday.","filler-item5",NA,NA,"filler"
"subj12",1,424,"Each","filler-item8",NA,NA,"filler"
"subj12",2,520,"manager","filler-item8",NA,NA,"filler"
"subj12",3,408,"made","filler-item8",NA,NA,"filler"
"subj12",4,464,"the","filler-item8",NA,NA,"filler"
"subj12",5,432,"final","filler-item8",NA,NA,"filler"
"subj12",6,496,"decision","filler-item8",NA,NA,"filler"
"subj12",7,424,"right","filler-item8",NA,NA,"filler"
"subj12",8,400,"before","filler-item8",NA,NA,"filler"
"subj12",9,400,"the","filler-item8",NA,NA,"filler"
"subj12",10,456,"holidays.","filler-item8",NA,NA,"filler"
"subj12",1,368,"An","filler-item17",NA,NA,"filler"
"subj12",2,376,"archer","filler-item17",NA,NA,"filler"
"subj12",3,384,"took","filler-item17",NA,NA,"filler"
"subj12",4,368,"out","filler-item17",NA,NA,"filler"
"subj12",5,360,"his","filler-item17",NA,NA,"filler"
"subj12",6,304,"bow","filler-item17",NA,NA,"filler"
"subj12",7,392,"and","filler-item17",NA,NA,"filler"
"subj12",8,344,"shot","filler-item17",NA,NA,"filler"
"subj12",9,344,"the","filler-item17",NA,NA,"filler"
"subj12",10,352,"bird","filler-item17",NA,NA,"filler"
"subj12",11,344,"dead.","filler-item17",NA,NA,"filler"
"subj12",1,360,"Last","filler-item22",NA,NA,"filler"
"subj12",2,360,"summer%2C","filler-item22",NA,NA,"filler"
"subj12",3,368,"only","filler-item22",NA,NA,"filler"
"subj12",4,344,"one","filler-item22",NA,NA,"filler"
"subj12",5,352,"journalist","filler-item22",NA,NA,"filler"
"subj12",6,312,"was","filler-item22",NA,NA,"filler"
"subj12",7,368,"allowed","filler-item22",NA,NA,"filler"
"subj12",8,320,"to","filler-item22",NA,NA,"filler"
"subj12",9,344,"interview","filler-item22",NA,NA,"filler"
"subj12",10,344,"each","filler-item22",NA,NA,"filler"
"subj12",11,368,"famous","filler-item22",NA,NA,"filler"
"subj12",12,320,"rock","filler-item22",NA,NA,"filler"
"subj12",13,360,"star.","filler-item22",NA,NA,"filler"
"subj12",1,392,"Each","filler-item7",NA,NA,"filler"
"subj12",2,480,"of","filler-item7",NA,NA,"filler"
"subj12",3,416,"John's","filler-item7",NA,NA,"filler"
"subj12",4,448,"friends","filler-item7",NA,NA,"filler"
"subj12",5,440,"came","filler-item7",NA,NA,"filler"
"subj12",6,424,"to","filler-item7",NA,NA,"filler"
"subj12",7,408,"his","filler-item7",NA,NA,"filler"
"subj12",8,424,"wedding","filler-item7",NA,NA,"filler"
"subj12",9,448,"last","filler-item7",NA,NA,"filler"
"subj12",10,608,"April.","filler-item7",NA,NA,"filler"
"subj12",1,384,"A","filler-item24",NA,NA,"filler"
"subj12",2,384,"burglar","filler-item24",NA,NA,"filler"
"subj12",3,392,"tried","filler-item24",NA,NA,"filler"
"subj12",4,576,"to","filler-item24",NA,NA,"filler"
"subj12",5,400,"fight","filler-item24",NA,NA,"filler"
"subj12",6,344,"with","filler-item24",NA,NA,"filler"
"subj12",7,408,"a","filler-item24",NA,NA,"filler"
"subj12",8,360,"policeman","filler-item24",NA,NA,"filler"
"subj12",9,384,"last","filler-item24",NA,NA,"filler"
"subj12",10,416,"Friday","filler-item24",NA,NA,"filler"
"subj12",11,424,"and","filler-item24",NA,NA,"filler"
"subj12",12,392,"the","filler-item24",NA,NA,"filler"
"subj12",13,392,"policeman","filler-item24",NA,NA,"filler"
"subj12",14,432,"arrested","filler-item24",NA,NA,"filler"
"subj12",15,368,"him.","filler-item24",NA,NA,"filler"
"subj12",1,439,"Each","filler-item10",NA,NA,"filler"
"subj12",2,432,"cowboy","filler-item10",NA,NA,"filler"
"subj12",3,424,"in","filler-item10",NA,NA,"filler"
"subj12",4,360,"western","filler-item10",NA,NA,"filler"
"subj12",5,512,"movies","filler-item10",NA,NA,"filler"
"subj12",6,416,"was","filler-item10",NA,NA,"filler"
"subj12",7,423,"played","filler-item10",NA,NA,"filler"
"subj12",8,409,"by","filler-item10",NA,NA,"filler"
"subj12",9,376,"a","filler-item10",NA,NA,"filler"
"subj12",10,335,"real","filler-item10",NA,NA,"filler"
"subj12",11,368,"cowboy","filler-item10",NA,NA,"filler"
"subj12",12,416,"in","filler-item10",NA,NA,"filler"
"subj12",13,472,"the","filler-item10",NA,NA,"filler"
"subj12",14,657,"seventies.","filler-item10",NA,NA,"filler"
"subj12",1,360,"No","filler-item14",NA,NA,"filler"
"subj12",2,401,"soft","filler-item14",NA,NA,"filler"
"subj12",3,335,"drink","filler-item14",NA,NA,"filler"
"subj12",4,360,"commercial","filler-item14",NA,NA,"filler"
"subj12",5,440,"made","filler-item14",NA,NA,"filler"
"subj12",6,384,"a","filler-item14",NA,NA,"filler"
"subj12",7,360,"big","filler-item14",NA,NA,"filler"
"subj12",8,352,"impression.","filler-item14",NA,NA,"filler"
"subj12",1,392,"A","filler-item9",NA,NA,"filler"
"subj12",2,424,"kid","filler-item9",NA,NA,"filler"
"subj12",3,384,"broke","filler-item9",NA,NA,"filler"
"subj12",4,336,"his","filler-item9",NA,NA,"filler"
"subj12",5,313,"piggy","filler-item9",NA,NA,"filler"
"subj12",6,392,"bank","filler-item9",NA,NA,"filler"
"subj12",7,367,"open","filler-item9",NA,NA,"filler"
"subj12",8,345,"and","filler-item9",NA,NA,"filler"
"subj12",9,352,"collected","filler-item9",NA,NA,"filler"
"subj12",10,360,"all","filler-item9",NA,NA,"filler"
"subj12",11,360,"his","filler-item9",NA,NA,"filler"
"subj12",12,368,"treasures.","filler-item9",NA,NA,"filler"
"subj12",1,400,"The","filler-item2",NA,NA,"filler"
"subj12",2,432,"burglar","filler-item2",NA,NA,"filler"
"subj12",3,392,"stole","filler-item2",NA,NA,"filler"
"subj12",4,352,"the","filler-item2",NA,NA,"filler"
"subj12",5,344,"Picasso","filler-item2",NA,NA,"filler"
"subj12",6,440,"painting","filler-item2",NA,NA,"filler"
"subj12",7,440,"two","filler-item2",NA,NA,"filler"
"subj12",8,512,"days","filler-item2",NA,NA,"filler"
"subj12",9,424,"ago.","filler-item2",NA,NA,"filler"
"subj12",1,336,"The","filler-item1",NA,NA,"filler"
"subj12",2,360,"plants","filler-item1",NA,NA,"filler"
"subj12",3,696,"in","filler-item1",NA,NA,"filler"
"subj12",4,320,"the","filler-item1",NA,NA,"filler"
"subj12",5,352,"front","filler-item1",NA,NA,"filler"
"subj12",6,352,"yard","filler-item1",NA,NA,"filler"
"subj12",7,360,"blossomed","filler-item1",NA,NA,"filler"
"subj12",8,400,"red","filler-item1",NA,NA,"filler"
"subj12",9,376,"yesterday","filler-item1",NA,NA,"filler"
"subj12",10,488,"morning.","filler-item1",NA,NA,"filler"
"subj12",1,360,"Every","filler-item11",NA,NA,"filler"
"subj12",2,328,"violin","filler-item11",NA,NA,"filler"
"subj12",3,312,"in","filler-item11",NA,NA,"filler"
"subj12",4,297,"this","filler-item11",NA,NA,"filler"
"subj12",5,375,"orchestra","filler-item11",NA,NA,"filler"
"subj12",6,408,"is","filler-item11",NA,NA,"filler"
"subj12",7,320,"made","filler-item11",NA,NA,"filler"
"subj12",8,377,"by","filler-item11",NA,NA,"filler"
"subj12",9,368,"European","filler-item11",NA,NA,"filler"
"subj12",10,439,"craftsmen.","filler-item11",NA,NA,"filler"
"subj12",8,440,"the","item14","each","nopred","experiment"
"subj12",10,464,"trip","item13","every","respred","experiment"
"subj12",8,520,"to","item6","each","nopred","experiment"
"subj12",8,440,"any","item11","every","nopred","experiment"
"subj12",8,448,"about","item2","each","nopred","experiment"
"subj12",9,336,"to","item5","every","respred","experiment"
"subj12",9,400,"regulations","item12","each","respred","experiment"
"subj12",9,416,"instructor","item9","every","respred","experiment"
"subj12",8,344,"last","item3","every","nopred","experiment"
"subj12",9,328,"workshop","item8","each","respred","experiment"
"subj12",8,392,"break.","item7","every","nopred","experiment"
"subj12",8,392,"by","item10","each","nopred","experiment"
"subj12",8,424,"the","item18","each","nopred","experiment"
"subj12",9,303,"very","item17","every","respred","experiment"
"subj12",9,414,"end","item16","each","respred","experiment"
"subj12",9,440,"popular","item4","each","respred","experiment"
"subj12",9,393,"to","item1","every","respred","experiment"
"subj12",8,992,"the","item15","every","nopred","experiment"
"subj13",1,360,"A","filler-item24",NA,NA,"filler"
"subj13",2,240,"burglar","filler-item24",NA,NA,"filler"
"subj13",3,208,"tried","filler-item24",NA,NA,"filler"
"subj13",4,232,"to","filler-item24",NA,NA,"filler"
"subj13",5,248,"fight","filler-item24",NA,NA,"filler"
"subj13",6,240,"with","filler-item24",NA,NA,"filler"
"subj13",7,200,"a","filler-item24",NA,NA,"filler"
"subj13",8,216,"policeman","filler-item24",NA,NA,"filler"
"subj13",9,216,"last","filler-item24",NA,NA,"filler"
"subj13",10,208,"Friday","filler-item24",NA,NA,"filler"
"subj13",11,256,"and","filler-item24",NA,NA,"filler"
"subj13",12,264,"the","filler-item24",NA,NA,"filler"
"subj13",13,296,"policeman","filler-item24",NA,NA,"filler"
"subj13",14,304,"arrested","filler-item24",NA,NA,"filler"
"subj13",15,480,"him.","filler-item24",NA,NA,"filler"
"subj13",1,384,"Each","filler-item10",NA,NA,"filler"
"subj13",2,208,"cowboy","filler-item10",NA,NA,"filler"
"subj13",3,216,"in","filler-item10",NA,NA,"filler"
"subj13",4,344,"western","filler-item10",NA,NA,"filler"
"subj13",5,280,"movies","filler-item10",NA,NA,"filler"
"subj13",6,264,"was","filler-item10",NA,NA,"filler"
"subj13",7,312,"played","filler-item10",NA,NA,"filler"
"subj13",8,280,"by","filler-item10",NA,NA,"filler"
"subj13",9,264,"a","filler-item10",NA,NA,"filler"
"subj13",10,256,"real","filler-item10",NA,NA,"filler"
"subj13",11,256,"cowboy","filler-item10",NA,NA,"filler"
"subj13",12,248,"in","filler-item10",NA,NA,"filler"
"subj13",13,304,"the","filler-item10",NA,NA,"filler"
"subj13",14,344,"seventies.","filler-item10",NA,NA,"filler"
"subj13",1,240,"The","filler-item4",NA,NA,"filler"
"subj13",2,240,"gardener","filler-item4",NA,NA,"filler"
"subj13",3,240,"grew","filler-item4",NA,NA,"filler"
"subj13",4,248,"the","filler-item4",NA,NA,"filler"
"subj13",5,296,"vegetables","filler-item4",NA,NA,"filler"
"subj13",6,288,"plump","filler-item4",NA,NA,"filler"
"subj13",7,264,"every","filler-item4",NA,NA,"filler"
"subj13",8,304,"season.","filler-item4",NA,NA,"filler"
"subj13",1,240,"The","filler-item2",NA,NA,"filler"
"subj13",2,200,"burglar","filler-item2",NA,NA,"filler"
"subj13",3,200,"stole","filler-item2",NA,NA,"filler"
"subj13",4,224,"the","filler-item2",NA,NA,"filler"
"subj13",5,240,"Picasso","filler-item2",NA,NA,"filler"
"subj13",6,232,"painting","filler-item2",NA,NA,"filler"
"subj13",7,240,"two","filler-item2",NA,NA,"filler"
"subj13",8,264,"days","filler-item2",NA,NA,"filler"
"subj13",9,328,"ago.","filler-item2",NA,NA,"filler"
"subj13",1,456,"The","filler-item12",NA,NA,"filler"
"subj13",2,232,"mother","filler-item12",NA,NA,"filler"
"subj13",3,240,"cat","filler-item12",NA,NA,"filler"
"subj13",4,256,"licked","filler-item12",NA,NA,"filler"
"subj13",5,536,"the","filler-item12",NA,NA,"filler"
"subj13",6,248,"kittens","filler-item12",NA,NA,"filler"
"subj13",7,248,"clean","filler-item12",NA,NA,"filler"
"subj13",8,352,"very","filler-item12",NA,NA,"filler"
"subj13",9,345,"often.","filler-item12",NA,NA,"filler"
"subj13",1,224,"No","filler-item18",NA,NA,"filler"
"subj13",2,216,"tornadoes","filler-item18",NA,NA,"filler"
"subj13",3,272,"threatened","filler-item18",NA,NA,"filler"
"subj13",4,272,"more","filler-item18",NA,NA,"filler"
"subj13",5,344,"than","filler-item18",NA,NA,"filler"
"subj13",6,424,"two","filler-item18",NA,NA,"filler"
"subj13",7,296,"villages","filler-item18",NA,NA,"filler"
"subj13",8,288,"last","filler-item18",NA,NA,"filler"
"subj13",9,456,"year.","filler-item18",NA,NA,"filler"
"subj13",1,248,"All","filler-item20",NA,NA,"filler"
"subj13",2,248,"the","filler-item20",NA,NA,"filler"
"subj13",3,240,"plates","filler-item20",NA,NA,"filler"
"subj13",4,240,"used","filler-item20",NA,NA,"filler"
"subj13",5,288,"in","filler-item20",NA,NA,"filler"
"subj13",6,288,"the","filler-item20",NA,NA,"filler"
"subj13",7,240,"restaurant","filler-item20",NA,NA,"filler"
"subj13",8,216,"were","filler-item20",NA,NA,"filler"
"subj13",9,248,"bought","filler-item20",NA,NA,"filler"
"subj13",10,280,"at","filler-item20",NA,NA,"filler"
"subj13",11,288,"a","filler-item20",NA,NA,"filler"
"subj13",12,264,"thrift","filler-item20",NA,NA,"filler"
"subj13",13,280,"store.","filler-item20",NA,NA,"filler"
"subj13",1,376,"Every","filler-item15",NA,NA,"filler"
"subj13",2,232,"gadget","filler-item15",NA,NA,"filler"
"subj13",3,744,"patented","filler-item15",NA,NA,"filler"
"subj13",4,272,"by","filler-item15",NA,NA,"filler"
"subj13",5,544,"this","filler-item15",NA,NA,"filler"
"subj13",6,256,"inventor","filler-item15",NA,NA,"filler"
"subj13",7,264,"proved","filler-item15",NA,NA,"filler"
"subj13",8,296,"very","filler-item15",NA,NA,"filler"
"subj13",9,360,"useful","filler-item15",NA,NA,"filler"
"subj13",1,232,"Each","filler-item8",NA,NA,"filler"
"subj13",2,232,"manager","filler-item8",NA,NA,"filler"
"subj13",3,208,"made","filler-item8",NA,NA,"filler"
"subj13",4,240,"the","filler-item8",NA,NA,"filler"
"subj13",5,256,"final","filler-item8",NA,NA,"filler"
"subj13",6,240,"decision","filler-item8",NA,NA,"filler"
"subj13",7,232,"right","filler-item8",NA,NA,"filler"
"subj13",8,256,"before","filler-item8",NA,NA,"filler"
"subj13",9,233,"the","filler-item8",NA,NA,"filler"
"subj13",10,368,"holidays.","filler-item8",NA,NA,"filler"
"subj13",1,208,"Each","filler-item7",NA,NA,"filler"
"subj13",2,192,"of","filler-item7",NA,NA,"filler"
"subj13",3,176,"John's","filler-item7",NA,NA,"filler"
"subj13",4,208,"friends","filler-item7",NA,NA,"filler"
"subj13",5,224,"came","filler-item7",NA,NA,"filler"
"subj13",6,240,"to","filler-item7",NA,NA,"filler"
"subj13",7,296,"his","filler-item7",NA,NA,"filler"
"subj13",8,264,"wedding","filler-item7",NA,NA,"filler"
"subj13",9,248,"last","filler-item7",NA,NA,"filler"
"subj13",10,344,"April.","filler-item7",NA,NA,"filler"
"subj13",1,232,"The","filler-item27",NA,NA,"filler"
"subj13",2,232,"speculators","filler-item27",NA,NA,"filler"
"subj13",3,256,"bled","filler-item27",NA,NA,"filler"
"subj13",4,296,"their","filler-item27",NA,NA,"filler"
"subj13",5,352,"clients","filler-item27",NA,NA,"filler"
"subj13",6,480,"dry","filler-item27",NA,NA,"filler"
"subj13",7,304,"before","filler-item27",NA,NA,"filler"
"subj13",8,344,"the","filler-item27",NA,NA,"filler"
"subj13",9,280,"market","filler-item27",NA,NA,"filler"
"subj13",10,520,"crashed.","filler-item27",NA,NA,"filler"
"subj13",1,315,"The","filler-item19",NA,NA,"filler"
"subj13",2,192,"mothers","filler-item19",NA,NA,"filler"
"subj13",3,216,"ran","filler-item19",NA,NA,"filler"
"subj13",4,248,"themselves","filler-item19",NA,NA,"filler"
"subj13",5,224,"ragged","filler-item19",NA,NA,"filler"
"subj13",6,216,"chasing","filler-item19",NA,NA,"filler"
"subj13",7,352,"their","filler-item19",NA,NA,"filler"
"subj13",8,288,"toddlers.","filler-item19",NA,NA,"filler"
"subj13",1,216,"The","filler-item5",NA,NA,"filler"
"subj13",2,240,"nannies","filler-item5",NA,NA,"filler"
"subj13",3,248,"punished","filler-item5",NA,NA,"filler"
"subj13",4,224,"each","filler-item5",NA,NA,"filler"
"subj13",5,232,"hyperactive","filler-item5",NA,NA,"filler"
"subj13",6,288,"child","filler-item5",NA,NA,"filler"
"subj13",7,328,"yesterday.","filler-item5",NA,NA,"filler"
"subj13",1,231,"No","filler-item14",NA,NA,"filler"
"subj13",2,248,"soft","filler-item14",NA,NA,"filler"
"subj13",3,240,"drink","filler-item14",NA,NA,"filler"
"subj13",4,296,"commercial","filler-item14",NA,NA,"filler"
"subj13",5,272,"made","filler-item14",NA,NA,"filler"
"subj13",6,280,"a","filler-item14",NA,NA,"filler"
"subj13",7,232,"big","filler-item14",NA,NA,"filler"
"subj13",8,208,"impression.","filler-item14",NA,NA,"filler"
"subj13",1,247,"The","filler-item3",NA,NA,"filler"
"subj13",2,192,"flight","filler-item3",NA,NA,"filler"
"subj13",3,208,"attendant","filler-item3",NA,NA,"filler"
"subj13",4,208,"retired","filler-item3",NA,NA,"filler"
"subj13",5,248,"two","filler-item3",NA,NA,"filler"
"subj13",6,384,"months","filler-item3",NA,NA,"filler"
"subj13",7,256,"ago.","filler-item3",NA,NA,"filler"
"subj13",1,184,"The","filler-item23",NA,NA,"filler"
"subj13",2,192,"ballerina","filler-item23",NA,NA,"filler"
"subj13",3,168,"will","filler-item23",NA,NA,"filler"
"subj13",4,248,"train","filler-item23",NA,NA,"filler"
"subj13",5,328,"with","filler-item23",NA,NA,"filler"
"subj13",6,200,"a","filler-item23",NA,NA,"filler"
"subj13",7,208,"French","filler-item23",NA,NA,"filler"
"subj13",8,192,"master","filler-item23",NA,NA,"filler"
"subj13",9,280,"next","filler-item23",NA,NA,"filler"
"subj13",10,320,"year.","filler-item23",NA,NA,"filler"
"subj13",1,183,"An","filler-item25",NA,NA,"filler"
"subj13",2,184,"online","filler-item25",NA,NA,"filler"
"subj13",3,193,"bookstore","filler-item25",NA,NA,"filler"
"subj13",4,191,"decided","filler-item25",NA,NA,"filler"
"subj13",5,192,"to","filler-item25",NA,NA,"filler"
"subj13",6,200,"ship","filler-item25",NA,NA,"filler"
"subj13",7,233,"each","filler-item25",NA,NA,"filler"
"subj13",8,216,"of","filler-item25",NA,NA,"filler"
"subj13",9,271,"its","filler-item25",NA,NA,"filler"
"subj13",10,240,"books","filler-item25",NA,NA,"filler"
"subj13",11,241,"free","filler-item25",NA,NA,"filler"
"subj13",12,264,"of","filler-item25",NA,NA,"filler"
"subj13",13,336,"charge.","filler-item25",NA,NA,"filler"
"subj13",1,240,"Every","filler-item11",NA,NA,"filler"
"subj13",2,168,"violin","filler-item11",NA,NA,"filler"
"subj13",3,424,"in","filler-item11",NA,NA,"filler"
"subj13",4,312,"this","filler-item11",NA,NA,"filler"
"subj13",5,272,"orchestra","filler-item11",NA,NA,"filler"
"subj13",6,304,"is","filler-item11",NA,NA,"filler"
"subj13",7,304,"made","filler-item11",NA,NA,"filler"
"subj13",8,272,"by","filler-item11",NA,NA,"filler"
"subj13",9,200,"European","filler-item11",NA,NA,"filler"
"subj13",10,216,"craftsmen.","filler-item11",NA,NA,"filler"
