"subj","wordNo","readTimes","word","item","quant","pred","itemtype"
"subj29",4,368,"the","filler-item1",NA,NA,"filler"
"subj29",5,320,"front","filler-item1",NA,NA,"filler"
"subj29",6,552,"yard","filler-item1",NA,NA,"filler"
"subj29",7,704,"blossomed","filler-item1",NA,NA,"filler"
"subj29",8,424,"red","filler-item1",NA,NA,"filler"
"subj29",9,720,"yesterday","filler-item1",NA,NA,"filler"
"subj29",10,440,"morning.","filler-item1",NA,NA,"filler"
"subj29",1,352,"Every","filler-item15",NA,NA,"filler"
"subj29",2,462,"gadget","filler-item15",NA,NA,"filler"
"subj29",3,506,"patented","filler-item15",NA,NA,"filler"
"subj29",4,472,"by","filler-item15",NA,NA,"filler"
"subj29",5,256,"this","filler-item15",NA,NA,"filler"
"subj29",6,327,"inventor","filler-item15",NA,NA,"filler"
"subj29",7,569,"proved","filler-item15",NA,NA,"filler"
"subj29",8,415,"very","filler-item15",NA,NA,"filler"
"subj29",9,441,"useful","filler-item15",NA,NA,"filler"
"subj29",1,360,"The","filler-item12",NA,NA,"filler"
"subj29",2,416,"mother","filler-item12",NA,NA,"filler"
"subj29",3,335,"cat","filler-item12",NA,NA,"filler"
"subj29",4,560,"licked","filler-item12",NA,NA,"filler"
"subj29",5,441,"the","filler-item12",NA,NA,"filler"
"subj29",6,432,"kittens","filler-item12",NA,NA,"filler"
"subj29",7,415,"clean","filler-item12",NA,NA,"filler"
"subj29",8,447,"very","filler-item12",NA,NA,"filler"
"subj29",9,417,"often.","filler-item12",NA,NA,"filler"
"subj29",1,280,"All","filler-item20",NA,NA,"filler"
"subj29",2,360,"the","filler-item20",NA,NA,"filler"
"subj29",3,392,"plates","filler-item20",NA,NA,"filler"
"subj29",4,432,"used","filler-item20",NA,NA,"filler"
"subj29",5,328,"in","filler-item20",NA,NA,"filler"
"subj29",6,288,"the","filler-item20",NA,NA,"filler"
"subj29",7,264,"restaurant","filler-item20",NA,NA,"filler"
"subj29",8,320,"were","filler-item20",NA,NA,"filler"
"subj29",9,256,"bought","filler-item20",NA,NA,"filler"
"subj29",10,416,"at","filler-item20",NA,NA,"filler"
"subj29",11,296,"a","filler-item20",NA,NA,"filler"
"subj29",12,343,"thrift","filler-item20",NA,NA,"filler"
"subj29",13,352,"store.","filler-item20",NA,NA,"filler"
"subj29",1,216,"The","filler-item13",NA,NA,"filler"
"subj29",2,319,"artists","filler-item13",NA,NA,"filler"
"subj29",3,344,"painted","filler-item13",NA,NA,"filler"
"subj29",4,304,"themselves","filler-item13",NA,NA,"filler"
"subj29",5,377,"green","filler-item13",NA,NA,"filler"
"subj29",6,335,"to","filler-item13",NA,NA,"filler"
"subj29",7,280,"express","filler-item13",NA,NA,"filler"
"subj29",8,329,"their","filler-item13",NA,NA,"filler"
"subj29",9,383,"support","filler-item13",NA,NA,"filler"
"subj29",10,352,"to","filler-item13",NA,NA,"filler"
"subj29",11,560,"ecologists.","filler-item13",NA,NA,"filler"
"subj29",1,336,"Each","filler-item7",NA,NA,"filler"
"subj29",2,400,"of","filler-item7",NA,NA,"filler"
"subj29",3,239,"John's","filler-item7",NA,NA,"filler"
"subj29",4,336,"friends","filler-item7",NA,NA,"filler"
"subj29",5,312,"came","filler-item7",NA,NA,"filler"
"subj29",6,352,"to","filler-item7",NA,NA,"filler"
"subj29",7,240,"his","filler-item7",NA,NA,"filler"
"subj29",8,456,"wedding","filler-item7",NA,NA,"filler"
"subj29",9,304,"last","filler-item7",NA,NA,"filler"
"subj29",10,296,"April.","filler-item7",NA,NA,"filler"
"subj29",1,368,"The","filler-item5",NA,NA,"filler"
"subj29",2,320,"nannies","filler-item5",NA,NA,"filler"
"subj29",3,440,"punished","filler-item5",NA,NA,"filler"
"subj29",4,496,"each","filler-item5",NA,NA,"filler"
"subj29",5,911,"hyperactive","filler-item5",NA,NA,"filler"
"subj29",6,385,"child","filler-item5",NA,NA,"filler"
"subj29",7,552,"yesterday.","filler-item5",NA,NA,"filler"
"subj29",1,320,"Last","filler-item22",NA,NA,"filler"
"subj29",2,392,"summer%2C","filler-item22",NA,NA,"filler"
"subj29",3,335,"only","filler-item22",NA,NA,"filler"
"subj29",4,329,"one","filler-item22",NA,NA,"filler"
"subj29",5,272,"journalist","filler-item22",NA,NA,"filler"
"subj29",6,352,"was","filler-item22",NA,NA,"filler"
"subj29",7,280,"allowed","filler-item22",NA,NA,"filler"
"subj29",8,287,"to","filler-item22",NA,NA,"filler"
"subj29",9,256,"interview","filler-item22",NA,NA,"filler"
"subj29",10,272,"each","filler-item22",NA,NA,"filler"
"subj29",11,296,"famous","filler-item22",NA,NA,"filler"
"subj29",12,304,"rock","filler-item22",NA,NA,"filler"
"subj29",13,360,"star.","filler-item22",NA,NA,"filler"
"subj29",1,248,"An","filler-item17",NA,NA,"filler"
"subj29",2,208,"archer","filler-item17",NA,NA,"filler"
"subj29",3,176,"took","filler-item17",NA,NA,"filler"
"subj29",4,559,"out","filler-item17",NA,NA,"filler"
"subj29",5,408,"his","filler-item17",NA,NA,"filler"
"subj29",6,376,"bow","filler-item17",NA,NA,"filler"
"subj29",7,248,"and","filler-item17",NA,NA,"filler"
"subj29",8,248,"shot","filler-item17",NA,NA,"filler"
"subj29",9,304,"the","filler-item17",NA,NA,"filler"
"subj29",10,272,"bird","filler-item17",NA,NA,"filler"
"subj29",11,408,"dead.","filler-item17",NA,NA,"filler"
"subj29",9,336,"the","item15","every","respred","experiment"
"subj29",8,640,"popular","item4","each","nopred","experiment"
"subj29",8,312,"end","item16","each","nopred","experiment"
"subj29",9,424,"by","item10","each","respred","experiment"
"subj29",9,392,"break.","item7","every","respred","experiment"
"subj29",9,344,"to","item6","each","respred","experiment"
"subj29",8,384,"regulations","item12","each","nopred","experiment"
"subj29",8,345,"to","item5","every","nopred","experiment"
"subj29",9,376,"about","item2","each","respred","experiment"
"subj29",9,296,"last","item3","every","respred","experiment"
"subj29",9,400,"the","item18","each","respred","experiment"
"subj29",9,512,"trip","item13","every","nopred","experiment"
"subj29",9,296,"any","item11","every","respred","experiment"
"subj29",8,344,"to","item1","every","nopred","experiment"
"subj29",8,288,"instructor","item9","every","nopred","experiment"
"subj29",9,304,"the","item14","each","respred","experiment"
"subj29",8,208,"very","item17","every","nopred","experiment"
"subj29",8,232,"workshop","item8","each","nopred","experiment"
"subj3",1,687,"An","filler-item17",NA,NA,"filler"
"subj3",2,967,"archer","filler-item17",NA,NA,"filler"
"subj3",3,1121,"took","filler-item17",NA,NA,"filler"
"subj3",4,536,"out","filler-item17",NA,NA,"filler"
"subj3",5,648,"his","filler-item17",NA,NA,"filler"
"subj3",6,608,"bow","filler-item17",NA,NA,"filler"
"subj3",7,536,"and","filler-item17",NA,NA,"filler"
"subj3",8,416,"shot","filler-item17",NA,NA,"filler"
"subj3",9,520,"the","filler-item17",NA,NA,"filler"
"subj3",10,432,"bird","filler-item17",NA,NA,"filler"
"subj3",11,352,"dead.","filler-item17",NA,NA,"filler"
"subj3",1,248,"The","filler-item23",NA,NA,"filler"
"subj3",2,328,"ballerina","filler-item23",NA,NA,"filler"
"subj3",3,424,"will","filler-item23",NA,NA,"filler"
"subj3",4,239,"train","filler-item23",NA,NA,"filler"
"subj3",5,705,"with","filler-item23",NA,NA,"filler"
"subj3",6,592,"a","filler-item23",NA,NA,"filler"
"subj3",7,416,"French","filler-item23",NA,NA,"filler"
"subj3",8,416,"master","filler-item23",NA,NA,"filler"
"subj3",9,496,"next","filler-item23",NA,NA,"filler"
"subj3",10,479,"year.","filler-item23",NA,NA,"filler"
"subj3",1,376,"An","filler-item25",NA,NA,"filler"
"subj3",2,376,"online","filler-item25",NA,NA,"filler"
"subj3",3,336,"bookstore","filler-item25",NA,NA,"filler"
"subj3",4,432,"decided","filler-item25",NA,NA,"filler"
"subj3",5,416,"to","filler-item25",NA,NA,"filler"
"subj3",6,328,"ship","filler-item25",NA,NA,"filler"
"subj3",7,472,"each","filler-item25",NA,NA,"filler"
"subj3",8,488,"of","filler-item25",NA,NA,"filler"
"subj3",9,520,"its","filler-item25",NA,NA,"filler"
"subj3",10,408,"books","filler-item25",NA,NA,"filler"
"subj3",11,448,"free","filler-item25",NA,NA,"filler"
"subj3",12,536,"of","filler-item25",NA,NA,"filler"
"subj3",13,544,"charge.","filler-item25",NA,NA,"filler"
"subj3",1,696,"The","filler-item6",NA,NA,"filler"
"subj3",2,730,"surgeons","filler-item6",NA,NA,"filler"
"subj3",3,623,"did","filler-item6",NA,NA,"filler"
"subj3",4,736,"the","filler-item6",NA,NA,"filler"
"subj3",5,616,"operation","filler-item6",NA,NA,"filler"
"subj3",6,632,"early","filler-item6",NA,NA,"filler"
"subj3",7,576,"in","filler-item6",NA,NA,"filler"
"subj3",8,512,"the","filler-item6",NA,NA,"filler"
"subj3",9,544,"morning.","filler-item6",NA,NA,"filler"
"subj3",1,376,"All","filler-item20",NA,NA,"filler"
"subj3",2,407,"the","filler-item20",NA,NA,"filler"
"subj3",3,409,"plates","filler-item20",NA,NA,"filler"
"subj3",4,1184,"used","filler-item20",NA,NA,"filler"
"subj3",5,416,"in","filler-item20",NA,NA,"filler"
"subj3",6,456,"the","filler-item20",NA,NA,"filler"
"subj3",7,552,"restaurant","filler-item20",NA,NA,"filler"
"subj3",8,382,"were","filler-item20",NA,NA,"filler"
"subj3",9,458,"bought","filler-item20",NA,NA,"filler"
"subj3",10,463,"at","filler-item20",NA,NA,"filler"
"subj3",11,337,"a","filler-item20",NA,NA,"filler"
"subj3",12,536,"thrift","filler-item20",NA,NA,"filler"
"subj3",13,456,"store.","filler-item20",NA,NA,"filler"
"subj3",1,544,"The","filler-item19",NA,NA,"filler"
"subj3",2,1280,"mothers","filler-item19",NA,NA,"filler"
"subj3",3,728,"ran","filler-item19",NA,NA,"filler"
"subj3",4,992,"themselves","filler-item19",NA,NA,"filler"
"subj3",5,1032,"ragged","filler-item19",NA,NA,"filler"
"subj3",6,647,"chasing","filler-item19",NA,NA,"filler"
"subj3",7,529,"their","filler-item19",NA,NA,"filler"
"subj3",8,536,"toddlers.","filler-item19",NA,NA,"filler"
"subj3",1,360,"Each","filler-item7",NA,NA,"filler"
"subj3",2,401,"of","filler-item7",NA,NA,"filler"
"subj3",3,408,"John's","filler-item7",NA,NA,"filler"
"subj3",4,448,"friends","filler-item7",NA,NA,"filler"
"subj3",5,464,"came","filler-item7",NA,NA,"filler"
"subj3",6,472,"to","filler-item7",NA,NA,"filler"
"subj3",7,680,"his","filler-item7",NA,NA,"filler"
"subj3",8,463,"wedding","filler-item7",NA,NA,"filler"
"subj3",9,393,"last","filler-item7",NA,NA,"filler"
"subj3",10,480,"April.","filler-item7",NA,NA,"filler"
"subj3",1,984,"The","filler-item2",NA,NA,"filler"
"subj3",2,640,"burglar","filler-item2",NA,NA,"filler"
"subj3",3,792,"stole","filler-item2",NA,NA,"filler"
"subj3",4,704,"the","filler-item2",NA,NA,"filler"
"subj3",5,832,"Picasso","filler-item2",NA,NA,"filler"
"subj3",6,719,"painting","filler-item2",NA,NA,"filler"
"subj3",7,433,"two","filler-item2",NA,NA,"filler"
"subj3",8,368,"days","filler-item2",NA,NA,"filler"
"subj3",9,432,"ago.","filler-item2",NA,NA,"filler"
"subj3",1,312,"The","filler-item27",NA,NA,"filler"
"subj3",2,383,"speculators","filler-item27",NA,NA,"filler"
"subj3",3,592,"bled","filler-item27",NA,NA,"filler"
"subj3",4,392,"their","filler-item27",NA,NA,"filler"
"subj3",5,344,"clients","filler-item27",NA,NA,"filler"
"subj3",6,384,"dry","filler-item27",NA,NA,"filler"
"subj3",7,369,"before","filler-item27",NA,NA,"filler"
"subj3",8,343,"the","filler-item27",NA,NA,"filler"
"subj3",9,697,"market","filler-item27",NA,NA,"filler"
"subj3",10,551,"crashed.","filler-item27",NA,NA,"filler"
"subj3",1,408,"The","filler-item3",NA,NA,"filler"
"subj3",2,568,"flight","filler-item3",NA,NA,"filler"
"subj3",3,448,"attendant","filler-item3",NA,NA,"filler"
"subj3",4,449,"retired","filler-item3",NA,NA,"filler"
"subj3",5,455,"two","filler-item3",NA,NA,"filler"
"subj3",6,384,"months","filler-item3",NA,NA,"filler"
"subj3",7,504,"ago.","filler-item3",NA,NA,"filler"
"subj3",1,400,"A","filler-item9",NA,NA,"filler"
"subj3",2,320,"kid","filler-item9",NA,NA,"filler"
"subj3",3,400,"broke","filler-item9",NA,NA,"filler"
"subj3",4,471,"his","filler-item9",NA,NA,"filler"
"subj3",5,537,"piggy","filler-item9",NA,NA,"filler"
"subj3",6,503,"bank","filler-item9",NA,NA,"filler"
"subj3",7,600,"open","filler-item9",NA,NA,"filler"
"subj3",8,721,"and","filler-item9",NA,NA,"filler"
"subj3",9,455,"collected","filler-item9",NA,NA,"filler"
"subj3",10,472,"all","filler-item9",NA,NA,"filler"
"subj3",11,353,"his","filler-item9",NA,NA,"filler"
"subj3",12,432,"treasures.","filler-item9",NA,NA,"filler"
"subj3",1,392,"A","filler-item24",NA,NA,"filler"
"subj3",2,480,"burglar","filler-item24",NA,NA,"filler"
"subj3",3,480,"tried","filler-item24",NA,NA,"filler"
"subj3",4,464,"to","filler-item24",NA,NA,"filler"
"subj3",5,447,"fight","filler-item24",NA,NA,"filler"
"subj3",6,721,"with","filler-item24",NA,NA,"filler"
"subj3",7,416,"a","filler-item24",NA,NA,"filler"
"subj3",8,392,"policeman","filler-item24",NA,NA,"filler"
"subj3",9,368,"last","filler-item24",NA,NA,"filler"
"subj3",10,456,"Friday","filler-item24",NA,NA,"filler"
"subj3",11,399,"and","filler-item24",NA,NA,"filler"
"subj3",12,344,"the","filler-item24",NA,NA,"filler"
"subj3",13,417,"policeman","filler-item24",NA,NA,"filler"
"subj3",14,384,"arrested","filler-item24",NA,NA,"filler"
"subj3",15,432,"him.","filler-item24",NA,NA,"filler"
"subj3",1,376,"The","filler-item4",NA,NA,"filler"
"subj3",2,440,"gardener","filler-item4",NA,NA,"filler"
"subj3",3,352,"grew","filler-item4",NA,NA,"filler"
"subj3",4,464,"the","filler-item4",NA,NA,"filler"
"subj3",5,440,"vegetables","filler-item4",NA,NA,"filler"
"subj3",6,465,"plump","filler-item4",NA,NA,"filler"
"subj3",7,431,"every","filler-item4",NA,NA,"filler"
"subj3",8,448,"season.","filler-item4",NA,NA,"filler"
"subj3",1,888,"Each","filler-item10",NA,NA,"filler"
"subj3",2,727,"cowboy","filler-item10",NA,NA,"filler"
"subj3",3,504,"in","filler-item10",NA,NA,"filler"
"subj3",4,441,"western","filler-item10",NA,NA,"filler"
"subj3",5,423,"movies","filler-item10",NA,NA,"filler"
"subj3",6,352,"was","filler-item10",NA,NA,"filler"
"subj3",7,312,"played","filler-item10",NA,NA,"filler"
"subj3",8,336,"by","filler-item10",NA,NA,"filler"
"subj3",9,328,"a","filler-item10",NA,NA,"filler"
"subj3",10,400,"real","filler-item10",NA,NA,"filler"
"subj3",11,432,"cowboy","filler-item10",NA,NA,"filler"
"subj3",12,400,"in","filler-item10",NA,NA,"filler"
"subj3",13,327,"the","filler-item10",NA,NA,"filler"
"subj3",14,641,"seventies.","filler-item10",NA,NA,"filler"
"subj3",1,400,"A","filler-item21",NA,NA,"filler"
"subj3",2,448,"priest","filler-item21",NA,NA,"filler"
"subj3",3,480,"decided","filler-item21",NA,NA,"filler"
"subj3",4,504,"to","filler-item21",NA,NA,"filler"
"subj3",5,559,"leave","filler-item21",NA,NA,"filler"
"subj3",6,793,"his","filler-item21",NA,NA,"filler"
"subj3",7,502,"parish","filler-item21",NA,NA,"filler"
"subj3",8,474,"because","filler-item21",NA,NA,"filler"
"subj3",9,360,"he","filler-item21",NA,NA,"filler"
"subj3",10,488,"was","filler-item21",NA,NA,"filler"
"subj3",11,424,"unhappy","filler-item21",NA,NA,"filler"
"subj3",12,439,"with","filler-item21",NA,NA,"filler"
"subj3",13,464,"the","filler-item21",NA,NA,"filler"
"subj3",14,433,"local","filler-item21",NA,NA,"filler"
"subj3",15,504,"church-goers.","filler-item21",NA,NA,"filler"
"subj3",1,401,"The","filler-item1",NA,NA,"filler"
"subj3",2,352,"plants","filler-item1",NA,NA,"filler"
"subj3",3,544,"in","filler-item1",NA,NA,"filler"
"subj3",4,384,"the","filler-item1",NA,NA,"filler"
"subj3",5,480,"front","filler-item1",NA,NA,"filler"
"subj3",6,512,"yard","filler-item1",NA,NA,"filler"
"subj3",7,544,"blossomed","filler-item1",NA,NA,"filler"
"subj3",8,487,"red","filler-item1",NA,NA,"filler"
"subj3",9,513,"yesterday","filler-item1",NA,NA,"filler"
"subj3",10,664,"morning.","filler-item1",NA,NA,"filler"
"subj3",1,558,"The","filler-item12",NA,NA,"filler"
"subj3",2,514,"mother","filler-item12",NA,NA,"filler"
"subj3",3,408,"cat","filler-item12",NA,NA,"filler"
"subj3",4,935,"licked","filler-item12",NA,NA,"filler"
"subj3",5,904,"the","filler-item12",NA,NA,"filler"
"subj3",6,713,"kittens","filler-item12",NA,NA,"filler"
"subj3",7,368,"clean","filler-item12",NA,NA,"filler"
"subj3",8,407,"very","filler-item12",NA,NA,"filler"
"subj3",9,401,"often.","filler-item12",NA,NA,"filler"
"subj3",1,416,"Every","filler-item15",NA,NA,"filler"
"subj3",2,472,"gadget","filler-item15",NA,NA,"filler"
"subj3",3,1320,"patented","filler-item15",NA,NA,"filler"
"subj3",4,328,"by","filler-item15",NA,NA,"filler"
"subj3",5,384,"this","filler-item15",NA,NA,"filler"
"subj3",6,648,"inventor","filler-item15",NA,NA,"filler"
"subj3",7,800,"proved","filler-item15",NA,NA,"filler"
"subj3",8,480,"very","filler-item15",NA,NA,"filler"
"subj3",9,792,"useful","filler-item15",NA,NA,"filler"
"subj3",1,360,"No","filler-item14",NA,NA,"filler"
"subj3",2,448,"soft","filler-item14",NA,NA,"filler"
"subj3",3,536,"drink","filler-item14",NA,NA,"filler"
"subj3",4,496,"commercial","filler-item14",NA,NA,"filler"
"subj3",5,559,"made","filler-item14",NA,NA,"filler"
"subj3",6,441,"a","filler-item14",NA,NA,"filler"
"subj3",7,448,"big","filler-item14",NA,NA,"filler"
"subj3",8,648,"impression.","filler-item14",NA,NA,"filler"
"subj3",1,447,"Each","filler-item8",NA,NA,"filler"
"subj3",2,576,"manager","filler-item8",NA,NA,"filler"
"subj3",3,864,"made","filler-item8",NA,NA,"filler"
"subj3",4,600,"the","filler-item8",NA,NA,"filler"
"subj3",5,800,"final","filler-item8",NA,NA,"filler"
"subj3",6,624,"decision","filler-item8",NA,NA,"filler"
"subj3",7,1384,"right","filler-item8",NA,NA,"filler"
"subj3",8,472,"before","filler-item8",NA,NA,"filler"
"subj3",9,424,"the","filler-item8",NA,NA,"filler"
"subj3",10,416,"holidays.","filler-item8",NA,NA,"filler"
"subj3",1,416,"The","filler-item5",NA,NA,"filler"
"subj3",2,720,"nannies","filler-item5",NA,NA,"filler"
"subj3",3,704,"punished","filler-item5",NA,NA,"filler"
"subj3",4,3023,"each","filler-item5",NA,NA,"filler"
"subj3",5,441,"hyperactive","filler-item5",NA,NA,"filler"
"subj3",6,408,"child","filler-item5",NA,NA,"filler"
"subj3",7,360,"yesterday.","filler-item5",NA,NA,"filler"
"subj3",1,383,"Every","filler-item11",NA,NA,"filler"
"subj3",2,369,"violin","filler-item11",NA,NA,"filler"
"subj3",3,343,"in","filler-item11",NA,NA,"filler"
"subj3",4,321,"this","filler-item11",NA,NA,"filler"
"subj3",5,432,"orchestra","filler-item11",NA,NA,"filler"
"subj3",6,320,"is","filler-item11",NA,NA,"filler"
"subj3",7,344,"made","filler-item11",NA,NA,"filler"
"subj3",8,343,"by","filler-item11",NA,NA,"filler"
"subj3",9,344,"European","filler-item11",NA,NA,"filler"
"subj3",10,368,"craftsmen.","filler-item11",NA,NA,"filler"
"subj3",1,407,"Last","filler-item22",NA,NA,"filler"
"subj3",2,576,"summer%2C","filler-item22",NA,NA,"filler"
"subj3",3,480,"only","filler-item22",NA,NA,"filler"
"subj3",4,519,"one","filler-item22",NA,NA,"filler"
"subj3",5,481,"journalist","filler-item22",NA,NA,"filler"
"subj3",6,496,"was","filler-item22",NA,NA,"filler"
"subj3",7,520,"allowed","filler-item22",NA,NA,"filler"
"subj3",8,520,"to","filler-item22",NA,NA,"filler"
"subj3",9,536,"interview","filler-item22",NA,NA,"filler"
"subj3",10,480,"each","filler-item22",NA,NA,"filler"
"subj3",11,512,"famous","filler-item22",NA,NA,"filler"
"subj3",12,520,"rock","filler-item22",NA,NA,"filler"
"subj3",13,576,"star.","filler-item22",NA,NA,"filler"
"subj3",1,400,"No","filler-item18",NA,NA,"filler"
"subj3",2,384,"tornadoes","filler-item18",NA,NA,"filler"
"subj3",3,584,"threatened","filler-item18",NA,NA,"filler"
"subj3",4,864,"more","filler-item18",NA,NA,"filler"
"subj3",5,456,"than","filler-item18",NA,NA,"filler"
"subj3",6,392,"two","filler-item18",NA,NA,"filler"
"subj3",7,368,"villages","filler-item18",NA,NA,"filler"
"subj3",8,464,"last","filler-item18",NA,NA,"filler"
"subj3",9,560,"year.","filler-item18",NA,NA,"filler"
"subj3",1,920,"The","filler-item13",NA,NA,"filler"
"subj3",2,817,"artists","filler-item13",NA,NA,"filler"
"subj3",3,919,"painted","filler-item13",NA,NA,"filler"
"subj3",4,499,"themselves","filler-item13",NA,NA,"filler"
"subj3",5,477,"green","filler-item13",NA,NA,"filler"
"subj3",6,704,"to","filler-item13",NA,NA,"filler"
"subj3",7,416,"express","filler-item13",NA,NA,"filler"
"subj3",8,456,"their","filler-item13",NA,NA,"filler"
"subj3",9,376,"support","filler-item13",NA,NA,"filler"
"subj3",10,392,"to","filler-item13",NA,NA,"filler"
"subj3",11,496,"ecologists.","filler-item13",NA,NA,"filler"
"subj3",1,305,"A","filler-item26",NA,NA,"filler"
"subj3",2,424,"young","filler-item26",NA,NA,"filler"
"subj3",3,504,"boy","filler-item26",NA,NA,"filler"
"subj3",4,544,"scout","filler-item26",NA,NA,"filler"
"subj3",5,879,"caught","filler-item26",NA,NA,"filler"
"subj3",6,1432,"a","filler-item26",NA,NA,"filler"
"subj3",7,1121,"fish","filler-item26",NA,NA,"filler"
"subj3",8,536,"and","filler-item26",NA,NA,"filler"
"subj3",9,688,"served","filler-item26",NA,NA,"filler"
"subj3",10,328,"it","filler-item26",NA,NA,"filler"
"subj3",11,424,"for","filler-item26",NA,NA,"filler"
"subj3",12,327,"dinner","filler-item26",NA,NA,"filler"
"subj3",13,393,"the","filler-item26",NA,NA,"filler"
"subj3",14,368,"same","filler-item26",NA,NA,"filler"
"subj3",15,416,"day.","filler-item26",NA,NA,"filler"
"subj3",1,320,"All","filler-item16",NA,NA,"filler"
"subj3",2,328,"insects","filler-item16",NA,NA,"filler"
"subj3",3,375,"studied","filler-item16",NA,NA,"filler"
"subj3",4,401,"in","filler-item16",NA,NA,"filler"
"subj3",5,359,"the","filler-item16",NA,NA,"filler"
"subj3",6,369,"lab","filler-item16",NA,NA,"filler"
"subj3",7,360,"here","filler-item16",NA,NA,"filler"
"subj3",8,352,"have","filler-item16",NA,NA,"filler"
"subj3",9,368,"potentially","filler-item16",NA,NA,"filler"
"subj3",10,367,"fatal","filler-item16",NA,NA,"filler"
"subj3",11,352,"poisons.","filler-item16",NA,NA,"filler"
"subj3",9,352,"trip","item13","every","nopred","experiment"
"subj3",8,583,"instructor","item9","every","nopred","experiment"
"subj3",9,680,"last","item3","every","respred","experiment"
"subj3",9,688,"to","item6","each","respred","experiment"
"subj3",8,424,"very","item17","every","nopred","experiment"
"subj3",8,391,"to","item1","every","nopred","experiment"
"subj3",9,456,"by","item10","each","respred","experiment"
"subj3",8,352,"to","item5","every","nopred","experiment"
"subj3",8,640,"workshop","item8","each","nopred","experiment"
"subj3",9,352,"the","item15","every","respred","experiment"
"subj3",9,432,"the","item14","each","respred","experiment"
"subj3",8,424,"popular","item4","each","nopred","experiment"
"subj3",9,391,"any","item11","every","respred","experiment"
"subj3",9,344,"break.","item7","every","respred","experiment"
"subj3",9,431,"the","item18","each","respred","experiment"
"subj3",8,752,"end","item16","each","nopred","experiment"
"subj3",9,345,"about","item2","each","respred","experiment"
"subj3",8,736,"regulations","item12","each","nopred","experiment"
"subj30",1,535,"All","filler-item20",NA,NA,"filler"
"subj30",2,555,"the","filler-item20",NA,NA,"filler"
"subj30",3,735,"plates","filler-item20",NA,NA,"filler"
"subj30",4,715,"used","filler-item20",NA,NA,"filler"
"subj30",5,690,"in","filler-item20",NA,NA,"filler"
"subj30",6,580,"the","filler-item20",NA,NA,"filler"
"subj30",7,695,"restaurant","filler-item20",NA,NA,"filler"
"subj30",8,655,"were","filler-item20",NA,NA,"filler"
"subj30",9,715,"bought","filler-item20",NA,NA,"filler"
"subj30",10,575,"at","filler-item20",NA,NA,"filler"
"subj30",11,485,"a","filler-item20",NA,NA,"filler"
"subj30",12,675,"thrift","filler-item20",NA,NA,"filler"
"subj30",13,655,"store.","filler-item20",NA,NA,"filler"
"subj30",1,767,"The","filler-item23",NA,NA,"filler"
"subj30",2,832,"ballerina","filler-item23",NA,NA,"filler"
"subj30",3,658,"will","filler-item23",NA,NA,"filler"
"subj30",4,866,"train","filler-item23",NA,NA,"filler"
"subj30",5,725,"with","filler-item23",NA,NA,"filler"
"subj30",6,748,"a","filler-item23",NA,NA,"filler"
"subj30",7,815,"French","filler-item23",NA,NA,"filler"
"subj30",8,927,"master","filler-item23",NA,NA,"filler"
"subj30",9,781,"next","filler-item23",NA,NA,"filler"
"subj30",10,1076,"year.","filler-item23",NA,NA,"filler"
"subj30",1,315,"Every","filler-item15",NA,NA,"filler"
"subj30",2,375,"gadget","filler-item15",NA,NA,"filler"
"subj30",3,475,"patented","filler-item15",NA,NA,"filler"
"subj30",4,470,"by","filler-item15",NA,NA,"filler"
"subj30",5,410,"this","filler-item15",NA,NA,"filler"
"subj30",6,445,"inventor","filler-item15",NA,NA,"filler"
"subj30",7,420,"proved","filler-item15",NA,NA,"filler"
"subj30",8,460,"very","filler-item15",NA,NA,"filler"
"subj30",9,610,"useful","filler-item15",NA,NA,"filler"
"subj30",1,515,"No","filler-item14",NA,NA,"filler"
"subj30",2,368,"soft","filler-item14",NA,NA,"filler"
"subj30",3,428,"drink","filler-item14",NA,NA,"filler"
"subj30",4,901,"commercial","filler-item14",NA,NA,"filler"
"subj30",5,513,"made","filler-item14",NA,NA,"filler"
"subj30",6,382,"a","filler-item14",NA,NA,"filler"
"subj30",7,364,"big","filler-item14",NA,NA,"filler"
"subj30",8,637,"impression.","filler-item14",NA,NA,"filler"
"subj30",1,400,"A","filler-item26",NA,NA,"filler"
"subj30",2,500,"young","filler-item26",NA,NA,"filler"
"subj30",3,465,"boy","filler-item26",NA,NA,"filler"
"subj30",4,575,"scout","filler-item26",NA,NA,"filler"
"subj30",5,540,"caught","filler-item26",NA,NA,"filler"
"subj30",6,470,"a","filler-item26",NA,NA,"filler"
"subj30",7,495,"fish","filler-item26",NA,NA,"filler"
"subj30",8,460,"and","filler-item26",NA,NA,"filler"
"subj30",9,525,"served","filler-item26",NA,NA,"filler"
"subj30",10,475,"it","filler-item26",NA,NA,"filler"
"subj30",11,545,"for","filler-item26",NA,NA,"filler"
"subj30",12,645,"dinner","filler-item26",NA,NA,"filler"
"subj30",13,475,"the","filler-item26",NA,NA,"filler"
"subj30",14,526,"same","filler-item26",NA,NA,"filler"
"subj30",15,590,"day.","filler-item26",NA,NA,"filler"
"subj30",1,315,"Each","filler-item8",NA,NA,"filler"
"subj30",2,570,"manager","filler-item8",NA,NA,"filler"
"subj30",3,425,"made","filler-item8",NA,NA,"filler"
"subj30",4,430,"the","filler-item8",NA,NA,"filler"
"subj30",5,505,"final","filler-item8",NA,NA,"filler"
"subj30",6,535,"decision","filler-item8",NA,NA,"filler"
